"x1","x2","y","group"
-2.63252106825633,-0.833383033695111,1,"ae471a37c6cca7ee9b6a95c17163ed06"
0.514908992379651,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
0.864623443561426,-0.833383033695111,1,"ae471a37c6cca7ee9b6a95c17163ed06"
1.2143378947432,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
-2.28280661707455,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
-1.93309216589278,-0.833383033695111,1,"ae471a37c6cca7ee9b6a95c17163ed06"
-1.583377714711,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
-1.23366326352923,-0.833383033695111,1,"ae471a37c6cca7ee9b6a95c17163ed06"
-0.883948812347451,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
-0.534234361165675,-0.833383033695111,1,"ae471a37c6cca7ee9b6a95c17163ed06"
-0.1845199099839,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
0.165194541197876,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
-2.63252106825633,-0.833383033695111,1,"ae471a37c6cca7ee9b6a95c17163ed06"
0.514908992379651,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
0.864623443561426,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
1.2143378947432,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
-2.28280661707455,-0.833383033695111,1,"ae471a37c6cca7ee9b6a95c17163ed06"
-1.93309216589278,-0.833383033695111,1,"ae471a37c6cca7ee9b6a95c17163ed06"
-1.583377714711,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
-1.23366326352923,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
-0.883948812347451,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
-0.534234361165675,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
-0.1845199099839,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
0.165194541197876,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
-2.63252106825633,-0.833383033695111,0,"ae471a37c6cca7ee9b6a95c17163ed06"
